energy,theta,cx
15.21,60.0,95.10022
15.21,62.0,88.05172
15.21,64.0,81.29086
15.21,66.0,74.85952
15.21,68.0,68.7854
15.21,70.0,63.08255
15.21,72.0,57.75266
15.21,74.0,52.78708
15.21,76.0,48.16929
15.21,78.0,43.87754
15.21,80.0,39.88764
15.21,82.0,36.17546
15.21,84.0,32.7191
15.21,86.0,29.5005
15.21,88.0,26.50645
15.21,90.0,23.729
15.21,92.0,21.16518
15.21,94.0,18.81622
15.21,96.0,16.68641
15.21,98.0,14.78162
15.21,100.0,13.10782
15.21,102.0,11.66966
15.21,104.0,10.46924
15.21,106.0,9.50529
15.21,108.0,8.772736
15.21,110.0,8.26272
15.21,112.0,7.963045
15.21,114.0,7.858995
15.21,116.0,7.934401
15.21,118.0,8.172866
15.21,120.0,8.558985
15.21,122.0,9.079442
15.21,124.0,9.723871
15.21,126.0,10.48538
15.21,128.0,11.36069
15.21,130.0,12.34988
15.21,132.0,13.45576
15.21,134.0,14.68292
15.21,136.0,16.03655
15.21,138.0,17.52115
15.21,140.0,19.13926
15.21,142.0,20.89027
15.21,144.0,22.76948
15.21,146.0,24.76746
15.21,148.0,26.8697
15.21,150.0,29.05671
15.21,152.0,31.30439
15.21,154.0,33.58475
15.21,156.0,35.86683
15.21,158.0,38.11781
15.21,160.0,40.30409
15.21,162.0,42.39248
15.21,164.0,44.35117
15.21,166.0,46.15059
15.21,168.0,47.76407
15.21,170.0,49.16831
15.21,172.0,50.3436
15.21,174.0,51.27398
15.21,176.0,51.94716
15.21,178.0,52.3545
15.31,2.0,230924.5
15.31,4.0,13521.37
15.31,6.0,2534.408
15.31,8.0,827.9062
15.31,10.0,407.6204
15.31,12.0,275.0846
15.31,14.0,226.6199
15.31,16.0,207.1227
15.31,18.0,198.6756
15.31,20.0,194.6529
15.31,22.0,192.3608
15.31,24.0,190.6192
15.31,26.0,188.8766
15.31,28.0,186.8586
15.31,30.0,184.4201
15.31,32.0,181.4803
15.31,34.0,177.9942
15.31,36.0,173.9406
15.31,38.0,169.3166
15.31,40.0,164.1362
15.31,42.0,158.4292
15.31,44.0,152.2408
15.31,46.0,145.6305
15.31,48.0,138.6699
15.31,50.0,131.4406
15.31,52.0,124.0307
15.31,54.0,116.5316
15.31,56.0,109.0337
15.31,58.0,101.6233
15.31,60.0,94.379
15.31,62.0,87.36863
15.31,64.0,80.6475
15.31,66.0,74.25699
15.31,68.0,68.22426
15.31,70.0,62.56279
15.31,72.0,57.27374
15.31,74.0,52.34797
15.31,76.0,47.7685
15.31,78.0,43.51327
15.31,80.0,39.55781
15.31,82.0,35.87786
15.31,84.0,32.45143
15.31,86.0,29.26048
15.31,88.0,26.29188
15.31,90.0,23.53781
15.31,92.0,20.99541
15.31,94.0,18.66609
15.31,96.0,16.55423
15.31,98.0,14.66582
15.31,100.0,13.00685
15.31,102.0,11.58198
15.31,104.0,10.39325
15.31,106.0,9.439286
15.31,108.0,8.714888
15.31,110.0,8.211041
15.31,112.0,7.915391
15.31,114.0,7.813069
15.31,116.0,7.887783
15.31,118.0,8.123048
15.31,120.0,8.503414
15.31,122.0,9.015574
15.31,124.0,9.649216
15.31,126.0,10.39755
15.31,128.0,11.25743
15.31,130.0,12.22912
15.31,132.0,13.31558
15.31,134.0,14.52159
15.31,136.0,15.85251
15.31,138.0,17.31299
15.31,140.0,18.90569
15.31,142.0,20.63011
15.31,144.0,22.48164
15.31,146.0,24.45091
15.31,148.0,26.52351
15.31,150.0,28.68002
15.31,152.0,30.89648
15.31,154.0,33.14505
15.31,156.0,35.39501
15.31,158.0,37.6138
15.31,160.0,39.76821
15.31,162.0,41.82545
15.31,164.0,43.7542
15.31,166.0,45.52542
15.31,168.0,47.11298
15.31,170.0,48.49413
15.31,172.0,49.6497
15.31,174.0,50.56418
15.31,176.0,51.22571
15.31,178.0,51.62592
15.41,2.0,227863.8
15.41,4.0,13328.79
15.41,6.0,2494.565
15.41,8.0,813.9111
15.41,10.0,400.8295
15.41,12.0,270.9784
15.41,14.0,223.731
15.41,16.0,204.8718
15.41,18.0,196.7986
15.41,20.0,193.0154
15.41,22.0,190.8875
15.41,24.0,189.2647
15.41,26.0,187.6115
15.41,28.0,185.6628
15.41,30.0,183.2791
15.41,32.0,180.3834
15.41,34.0,176.9335
15.41,36.0,172.9101
15.41,38.0,168.312
15.41,40.0,163.1546
15.41,42.0,157.469
15.41,44.0,151.3014
15.41,46.0,144.7122
15.41,48.0,137.7739
15.41,50.0,130.5686
15.41,52.0,123.1849
15.41,54.0,115.7144
15.41,56.0,108.2478
15.41,58.0,100.8713
15.41,60.0,93.66316
15.41,62.0,86.69095
15.41,64.0,80.00953
15.41,66.0,73.65979
15.41,68.0,67.66832
15.41,70.0,62.04803
15.41,72.0,56.79956
15.41,74.0,51.91326
15.41,76.0,47.37176
15.41,78.0,43.15265
15.41,80.0,39.23124
15.41,82.0,35.58311
15.41,84.0,32.18623
15.41,86.0,29.02259
15.41,88.0,26.07915
15.41,90.0,23.34819
15.41,92.0,20.82702
15.41,94.0,18.51716
15.41,96.0,16.42313
15.41,98.0,14.55099
15.41,100.0,12.90679
15.41,102.0,11.49515
15.41,104.0,10.31806
15.41,106.0,9.374047
15.41,108.0,8.65777
15.41,110.0,8.160061
15.41,112.0,7.868406
15.41,114.0,7.767792
15.41,116.0,7.841808
15.41,118.0,8.073886
15.41,120.0,8.448543
15.41,122.0,8.952482
15.41,124.0,9.575456
15.41,126.0,10.31078
15.41,128.0,11.15545
15.41,130.0,12.10988
15.41,132.0,13.17723
15.41,134.0,14.36243
15.41,136.0,15.67101
15.41,138.0,17.10777
15.41,140.0,18.67548
15.41,142.0,20.37375
15.41,144.0,22.19803
15.41,146.0,24.13903
15.41,148.0,26.18239
15.41,150.0,28.30879
15.41,152.0,30.49439
15.41,154.0,32.71151
15.41,156.0,34.92964
15.41,158.0,37.11652
15.41,160.0,39.23929
15.41,162.0,41.2656
15.41,164.0,43.1646
15.41,166.0,44.90777
15.41,168.0,46.46955
15.41,170.0,47.82772
15.41,172.0,48.96365
15.41,174.0,49.86231
15.41,176.0,50.51222
15.41,178.0,50.90534
15.51,2.0,224861.7
15.51,4.0,13139.84
15.51,6.0,2455.457
15.51,8.0,800.1691
15.51,10.0,394.1603
15.51,12.0,266.946
15.51,14.0,220.8945
15.51,16.0,202.662
15.51,18.0,194.956
15.51,20.0,191.4074
15.51,22.0,189.4402
15.51,24.0,187.9333
15.51,26.0,186.3669
15.51,28.0,184.4851
15.51,30.0,182.1541
15.51,32.0,179.3007
15.51,34.0,175.8852
15.51,36.0,171.8904
15.51,38.0,167.3168
15.51,40.0,162.1813
15.51,42.0,156.516
15.51,44.0,150.3685
15.51,46.0,143.7998
15.51,48.0,136.8834
15.51,50.0,129.7018
15.51,52.0,122.3443
15.51,54.0,114.9025
15.51,56.0,107.4672
15.51,58.0,100.1246
15.51,60.0,92.95263
15.51,62.0,86.01862
15.51,64.0,79.37692
15.51,66.0,73.06787
15.51,68.0,67.11752
15.51,70.0,61.53821
15.51,72.0,56.33005
15.51,74.0,51.48291
15.51,76.0,46.97902
15.51,78.0,42.79564
15.51,80.0,38.90787
15.51,82.0,35.29117
15.51,84.0,31.92348
15.51,86.0,28.78681
15.51,88.0,25.86822
15.51,90.0,23.16011
15.51,92.0,20.65995
15.51,94.0,18.36939
15.51,96.0,16.29307
15.51,98.0,14.43711
15.51,100.0,12.80759
15.51,102.0,11.40913
15.51,104.0,10.24363
15.51,106.0,9.309532
15.51,108.0,8.601338
15.51,110.0,8.10973
15.51,112.0,7.822039
15.51,114.0,7.723111
15.51,116.0,7.79642
15.51,118.0,8.025324
15.51,120.0,8.394312
15.51,122.0,8.890108
15.51,124.0,9.502531
15.51,126.0,10.225
15.51,128.0,11.05467
15.51,130.0,11.99211
15.51,132.0,13.04064
15.51,134.0,14.20539
15.51,136.0,15.49201
15.51,138.0,16.90546
15.51,140.0,18.44861
15.51,142.0,20.12115
15.51,144.0,21.91862
15.51,146.0,23.83177
15.51,148.0,25.8463
15.51,150.0,27.943
15.51,152.0,30.0981
15.51,154.0,32.2841
15.51,156.0,34.47072
15.51,158.0,36.62597
15.51,160.0,38.71736
15.51,162.0,40.71296
15.51,164.0,42.58239
15.51,166.0,44.29769
15.51,168.0,45.83382
15.51,170.0,47.16913
15.51,172.0,48.28551
15.51,174.0,49.16842
15.51,176.0,49.80678
15.51,178.0,50.19284
15.61,2.0,221916.9
15.61,4.0,12954.43
15.61,6.0,2417.065
15.61,8.0,786.6743
15.61,10.0,387.6102
15.61,12.0,262.9859
15.61,14.0,218.1096
15.61,16.0,200.4928
15.61,18.0,193.1471
15.61,20.0,189.8286
15.61,22.0,188.0186
15.61,24.0,186.6245
15.61,26.0,185.1424
15.61,28.0,183.3253
15.61,30.0,181.0449
15.61,32.0,178.2317
15.61,34.0,174.8489
15.61,36.0,170.8812
15.61,38.0,166.3309
15.61,40.0,161.216
15.61,42.0,155.5702
15.61,44.0,149.4419
15.61,46.0,142.8933
15.61,48.0,135.9983
15.61,50.0,128.8403
15.61,52.0,121.5087
15.61,54.0,114.0956
15.61,56.0,106.6917
15.61,58.0,99.38302
15.61,60.0,92.24738
15.61,62.0,85.3516
15.61,64.0,78.74961
15.61,66.0,72.48119
15.61,68.0,66.57183
15.61,70.0,61.0333
15.61,72.0,55.86518
15.61,74.0,51.05688
15.61,76.0,46.59022
15.61,78.0,42.44219
15.61,80.0,38.58768
15.61,82.0,35.00202
15.61,84.0,31.66314
15.61,86.0,28.5531
15.61,88.0,25.65907
15.61,90.0,22.97357
15.61,92.0,20.49421
15.61,94.0,18.22278
15.61,96.0,16.16403
15.61,98.0,14.32415
15.61,100.0,12.70925
15.61,102.0,11.3239
15.61,104.0,10.16995
15.61,106.0,9.24571
15.61,108.0,8.545555
15.61,110.0,8.060006
15.61,112.0,7.776242
15.61,114.0,7.678971
15.61,116.0,7.751561
15.61,118.0,7.977302
15.61,120.0,8.34066
15.61,122.0,8.828388
15.61,124.0,9.430379
15.61,126.0,10.14017
15.61,128.0,10.95505
15.61,130.0,11.87575
15.61,132.0,12.90578
15.61,134.0,14.05041
15.61,136.0,15.31547
15.61,138.0,16.70601
15.61,140.0,18.22503
15.61,142.0,19.87229
15.61,144.0,21.64338
15.61,146.0,23.52911
15.61,148.0,25.51524
15.61,150.0,27.58262
15.61,152.0,29.7076
15.61,154.0,31.86283
15.61,156.0,34.01826
15.61,158.0,36.14217
15.61,160.0,38.20244
15.61,162.0,40.16755
15.61,164.0,42.00764
15.61,166.0,43.69523
15.61,168.0,45.20587
15.61,170.0,46.51845
15.61,172.0,47.61539
15.61,174.0,48.48263
15.61,176.0,49.10949
15.61,178.0,49.48852
15.71,2.0,219027.8
15.71,4.0,12772.47
15.71,6.0,2379.372
15.71,8.0,773.4208
15.71,10.0,381.1767
15.71,12.0,259.097
15.71,14.0,215.3753
15.71,16.0,198.3634
15.71,18.0,191.3716
15.71,20.0,188.2786
15.71,22.0,186.6222
15.71,24.0,185.3382
15.71,26.0,183.9378
15.71,28.0,182.1831
15.71,30.0,179.9512
15.71,32.0,177.1764
15.71,34.0,173.8246
15.71,36.0,169.8825
15.71,38.0,165.354
15.71,40.0,160.2587
15.71,42.0,154.6314
15.71,44.0,148.5217
15.71,46.0,141.9925
15.71,48.0,135.1187
15.71,50.0,127.984
15.71,52.0,120.6783
15.71,54.0,113.2938
15.71,56.0,105.9213
15.71,58.0,98.64663
15.71,60.0,91.54734
15.71,62.0,84.68985
15.71,64.0,78.12755
15.71,66.0,71.8997
15.71,68.0,66.03118
15.71,70.0,60.53323
15.71,72.0,55.40489
15.71,74.0,50.6351
15.71,76.0,46.20533
15.71,78.0,42.09226
15.71,80.0,38.2706
15.71,82.0,34.7156
15.71,84.0,31.40518
15.71,86.0,28.32144
15.71,88.0,25.45166
15.71,90.0,22.78852
15.71,92.0,20.32976
15.71,94.0,18.0773
15.71,96.0,16.03599
15.71,98.0,14.21209
15.71,100.0,12.61173
15.71,102.0,11.23943
15.71,104.0,10.09697
15.71,106.0,9.182548
15.71,108.0,8.490383
15.71,110.0,8.010847
15.71,112.0,7.73097
15.71,114.0,7.635325
15.71,116.0,7.70718
15.71,118.0,7.929765
15.71,120.0,8.287533
15.71,122.0,8.767269
15.71,124.0,9.358948
15.71,126.0,10.05622
15.71,128.0,10.85653
15.71,130.0,11.76076
15.71,132.0,12.7726
15.71,134.0,13.89746
15.71,136.0,15.14133
15.71,138.0,16.50938
15.71,140.0,18.0047
15.71,142.0,19.62711
15.71,144.0,21.37227
15.71,146.0,23.23101
15.71,148.0,25.18917
15.71,150.0,27.22762
15.71,152.0,29.32286
15.71,154.0,31.44768
15.71,156.0,33.57224
15.71,158.0,35.66511
15.71,160.0,37.69452
15.71,162.0,39.62939
15.71,164.0,41.44033
15.71,166.0,43.10041
15.71,168.0,44.58572
15.71,170.0,45.8757
15.71,172.0,46.95332
15.71,174.0,47.80497
15.71,176.0,48.42039
15.71,178.0,48.79244
15.81,2.0,216193.0
15.81,4.0,12593.87
15.81,6.0,2342.361
15.81,8.0,760.4029
15.81,10.0,374.8572
15.81,12.0,255.2777
15.81,14.0,212.6909
15.81,16.0,196.2734
15.81,18.0,189.6289
15.81,20.0,186.757
15.81,22.0,185.2508
15.81,24.0,184.0739
15.81,26.0,182.7528
15.81,28.0,181.0581
15.81,30.0,178.8728
15.81,32.0,176.1346
15.81,34.0,172.812
15.81,36.0,168.8939
15.81,38.0,164.386
15.81,40.0,159.3092
15.81,42.0,153.6996
15.81,44.0,147.6077
15.81,46.0,141.0974
15.81,48.0,134.2443
15.81,50.0,127.1327
15.81,52.0,119.8528
15.81,54.0,112.4969
15.81,56.0,105.1559
15.81,58.0,97.91535
15.81,60.0,90.85249
15.81,62.0,84.03331
15.81,64.0,77.5107
15.81,66.0,71.32334
15.81,68.0,65.49554
15.81,70.0,60.03796
15.81,72.0,54.94913
15.81,74.0,50.21754
15.81,76.0,45.82429
15.81,78.0,41.74581
15.81,80.0,37.95662
15.81,82.0,34.4319
15.81,84.0,31.14956
15.81,86.0,28.0918
15.81,88.0,25.246
15.81,90.0,22.60497
15.81,92.0,20.1666
15.81,94.0,17.93295
15.81,96.0,15.90895
15.81,98.0,14.10094
15.81,100.0,12.51502
15.81,102.0,11.15571
15.81,104.0,10.02469
15.81,106.0,9.120019
15.81,108.0,8.43579
15.81,110.0,7.962216
15.81,112.0,7.686177
15.81,114.0,7.592122
15.81,116.0,7.663223
15.81,118.0,7.882657
15.81,120.0,8.23487
15.81,122.0,8.70669
15.81,124.0,9.288174
15.81,126.0,9.973099
15.81,128.0,10.75905
15.81,130.0,11.64708
15.81,132.0,12.64103
15.81,134.0,13.74649
15.81,136.0,14.96956
15.81,138.0,16.31553
15.81,140.0,17.78758
15.81,142.0,19.38559
15.81,144.0,21.10525
15.81,146.0,22.93745
15.81,148.0,24.86804
15.81,150.0,26.87799
15.81,152.0,28.94387
15.81,154.0,31.03863
15.81,156.0,33.13265
15.81,158.0,35.19478
15.81,160.0,37.19362
15.81,162.0,39.0985
15.81,164.0,40.88052
15.81,166.0,42.51328
15.81,168.0,43.97343
15.81,170.0,45.24097
15.81,172.0,46.29938
15.81,174.0,47.13555
15.81,176.0,47.7396
15.81,178.0,48.10469
15.91,2.0,213411.1
15.91,4.0,12418.55
15.91,6.0,2306.014
15.91,8.0,747.6153
15.91,10.0,368.6495
15.91,12.0,251.527
15.91,14.0,210.0555
15.91,16.0,194.222
15.91,18.0,187.9187
15.91,20.0,185.2635
15.91,22.0,183.904
15.91,24.0,182.8314
15.91,26.0,181.5871
15.91,28.0,179.9503
15.91,30.0,177.8094
15.91,32.0,175.1059
15.91,34.0,171.8109
15.91,36.0,167.9155
15.91,38.0,163.4268
15.91,40.0,158.3673
15.91,42.0,152.7745
15.91,44.0,146.6997
15.91,46.0,140.2079
15.91,48.0,133.3752
15.91,50.0,126.2865
15.91,52.0,119.0323
15.91,54.0,111.705
15.91,56.0,104.3955
15.91,58.0,97.18913
15.91,60.0,90.16276
15.91,62.0,83.38194
15.91,64.0,76.89901
15.91,66.0,70.75207
15.91,68.0,64.96484
15.91,70.0,59.54743
15.91,72.0,54.49784
15.91,74.0,49.80414
15.91,76.0,45.44707
15.91,78.0,41.40278
15.91,80.0,37.64568
15.91,82.0,34.15086
15.91,84.0,30.89627
15.91,86.0,27.86416
15.91,88.0,25.04204
15.91,90.0,22.42288
15.91,92.0,20.00471
15.91,94.0,17.7897
15.91,96.0,15.78289
15.91,98.0,13.99065
15.91,100.0,12.41911
15.91,102.0,11.07272
15.91,104.0,9.953063
15.91,106.0,9.05809
15.91,108.0,8.381739
15.91,110.0,7.914071
15.91,112.0,7.641823
15.91,114.0,7.549319
15.91,116.0,7.619645
15.91,118.0,7.835932
15.91,120.0,8.182626
15.91,122.0,8.646605
15.91,124.0,9.218015
15.91,126.0,9.890757
15.91,128.0,10.66256
15.91,130.0,11.53466
15.91,132.0,12.51104
15.91,134.0,13.59744
15.91,136.0,14.8001
15.91,138.0,16.12442
15.91,140.0,17.57363
15.91,142.0,19.14768
15.91,144.0,20.84229
15.91,146.0,22.64838
15.91,148.0,24.55184
15.91,150.0,26.53368
15.91,152.0,28.57059
15.91,154.0,30.63566
15.91,156.0,32.69946
15.91,158.0,34.73117
15.91,160.0,36.69971
15.91,162.0,38.57486
15.91,164.0,40.32819
15.91,166.0,41.93384
15.91,168.0,43.369
15.91,170.0,44.61425
15.91,172.0,45.65358
15.91,174.0,46.47436
15.91,176.0,47.06711
15.91,178.0,47.4253
16.01,2.0,210680.9
16.01,4.0,12246.44
16.01,6.0,2270.317
16.01,8.0,735.0528
16.01,10.0,362.5513
16.01,12.0,247.8435
16.01,14.0,207.4684
16.01,16.0,192.2089
16.01,18.0,186.2404
16.01,20.0,183.7976
16.01,22.0,182.5815
16.01,24.0,181.6105
16.01,26.0,180.4405
16.01,28.0,178.8594
16.01,30.0,176.7609
16.01,32.0,174.0903
16.01,34.0,170.8212
16.01,36.0,166.9469
16.01,38.0,162.4762
16.01,40.0,157.4331
16.01,42.0,151.856
16.01,44.0,145.7978
16.01,46.0,139.3239
16.01,48.0,132.5113
16.01,50.0,125.4453
16.01,52.0,118.2167
16.01,54.0,110.918
16.01,56.0,103.64
16.01,58.0,96.46793
16.01,60.0,89.47812
16.01,62.0,82.73569
16.01,64.0,76.29242
16.01,66.0,70.18583
16.01,68.0,64.43905
16.01,70.0,59.0616
16.01,72.0,54.05099
16.01,74.0,49.39486
16.01,76.0,45.0736
16.01,78.0,41.06315
16.01,80.0,37.33775
16.01,82.0,33.87247
16.01,84.0,30.64526
16.01,86.0,27.63849
16.01,88.0,24.83978
16.01,90.0,22.24225
16.01,92.0,19.84407
16.01,94.0,17.64755
16.01,96.0,15.6578
16.01,98.0,13.88124
16.01,100.0,12.32399
16.01,102.0,10.99043
16.01,104.0,9.882081
16.01,106.0,8.99674
16.01,108.0,8.328203
16.01,110.0,7.86638
16.01,112.0,7.597867
16.01,114.0,7.506871
16.01,116.0,7.576397
16.01,118.0,7.789536
16.01,120.0,8.130746
16.01,122.0,8.586957
16.01,124.0,9.148413
16.01,126.0,9.809142
16.01,128.0,10.56703
16.01,130.0,11.42346
16.01,132.0,12.38258
16.01,134.0,13.45029
16.01,136.0,14.63293
16.01,138.0,15.93599
16.01,140.0,17.3628
16.01,142.0,18.91334
16.01,144.0,20.58335
16.01,146.0,22.36377
16.01,148.0,24.24051
16.01,150.0,26.19466
16.01,152.0,28.20298
16.01,154.0,30.23872
16.01,156.0,32.27266
16.01,158.0,34.27426
16.01,160.0,36.21279
16.01,162.0,38.05846
16.01,164.0,39.78334
16.01,166.0,41.36209
16.01,168.0,42.77247
16.01,170.0,43.99558
16.01,172.0,45.01597
16.01,174.0,45.82146
16.01,176.0,46.40298
16.01,178.0,46.75432
16.11,2.0,208001.1
16.11,4.0,12077.43
16.11,6.0,2235.251
16.11,8.0,722.71
16.11,10.0,356.5602
16.11,12.0,244.2259
16.11,14.0,204.9287
16.11,16.0,190.2334
16.11,18.0,184.5938
16.11,20.0,182.359
16.11,22.0,181.2831
16.11,24.0,180.4108
16.11,26.0,179.3127
16.11,28.0,177.7851
16.11,30.0,175.7271
16.11,32.0,173.0875
16.11,34.0,169.8427
16.11,36.0,165.9881
16.11,38.0,161.5341
16.11,40.0,156.5062
16.11,42.0,150.9442
16.11,44.0,144.9018
16.11,46.0,138.4453
16.11,48.0,131.6525
16.11,50.0,124.609
16.11,52.0,117.4059
16.11,54.0,110.1359
16.11,56.0,102.8895
16.11,58.0,95.7517
16.11,60.0,88.79852
16.11,62.0,82.09451
16.11,64.0,75.69089
16.11,66.0,69.62458
16.11,68.0,63.91809
16.11,70.0,58.58041
16.11,72.0,53.60852
16.11,74.0,48.98964
16.11,76.0,44.70386
16.11,78.0,40.72687
16.11,80.0,37.03281
16.11,82.0,33.59669
16.11,84.0,30.39653
16.11,86.0,27.41478
16.11,88.0,24.63921
16.11,90.0,22.06307
16.11,92.0,19.6847
16.11,94.0,17.5065
16.11,96.0,15.53368
16.11,98.0,13.77269
16.11,100.0,12.22963
16.11,102.0,10.90884
16.11,104.0,9.811721
16.11,106.0,8.935942
16.11,108.0,8.275151
16.11,110.0,7.819108
16.11,112.0,7.55427
16.11,114.0,7.464736
16.11,116.0,7.533433
16.11,118.0,7.743425
16.11,120.0,8.079184
16.11,122.0,8.527701
16.11,124.0,9.079322
16.11,126.0,9.728208
16.11,128.0,10.47239
16.11,130.0,11.31343
16.11,132.0,12.25561
16.11,134.0,13.30497
16.11,136.0,14.46798
16.11,138.0,15.75022
16.11,140.0,17.15506
16.11,142.0,18.68253
16.11,144.0,20.32838
16.11,146.0,22.08356
16.11,148.0,23.93403
16.11,150.0,25.86089
16.11,152.0,27.84101
16.11,154.0,29.84779
16.11,156.0,31.85221
16.11,158.0,33.82401
16.11,160.0,35.73283
16.11,162.0,37.54931
16.11,164.0,39.24599
16.11,166.0,40.79806
16.11,168.0,42.18384
16.11,170.0,43.38499
16.11,172.0,44.38656
16.11,174.0,45.17688
16.11,176.0,45.74727
16.11,178.0,46.09179
16.21,2.0,205370.4
16.21,4.0,11911.47
16.21,6.0,2200.804
16.21,8.0,710.5822
16.21,10.0,350.6742
16.21,12.0,240.6733
16.21,14.0,202.4359
16.21,16.0,188.2951
16.21,18.0,182.9783
16.21,20.0,180.9474
16.21,22.0,180.0084
16.21,24.0,179.2322
16.21,26.0,178.2035
16.21,28.0,176.7272
16.21,30.0,174.7077
16.21,32.0,172.0973
16.21,34.0,168.8753
16.21,36.0,165.0389
16.21,38.0,160.6004
16.21,40.0,155.5868
16.21,42.0,150.0389
16.21,44.0,144.0116
16.21,46.0,137.5721
16.21,48.0,130.7987
16.21,50.0,123.7775
16.21,52.0,116.5999
16.21,54.0,109.3585
16.21,56.0,102.1438
16.21,58.0,95.04041
16.21,60.0,88.12391
16.21,62.0,81.45836
16.21,64.0,75.09438
16.21,66.0,69.06826
16.21,68.0,63.40194
16.21,70.0,58.10381
16.21,72.0,53.17037
16.21,74.0,48.58844
16.21,76.0,44.33779
16.21,78.0,40.3939
16.21,80.0,36.7308
16.21,82.0,33.3235
16.21,84.0,30.15004
16.21,86.0,27.19301
16.21,88.0,24.4403
16.21,90.0,21.88534
16.21,92.0,19.52656
16.21,94.0,17.36653
16.21,96.0,15.41051
16.21,98.0,13.66499
16.21,100.0,12.13604
16.21,102.0,10.82794
16.21,104.0,9.741967
16.21,106.0,8.875675
16.21,108.0,8.222556
16.21,110.0,7.772222
16.21,112.0,7.510996
16.21,114.0,7.422871
16.21,116.0,7.49071
16.21,118.0,7.69755
16.21,120.0,8.027889
16.21,122.0,8.468786
16.21,124.0,9.010691
16.21,126.0,9.647904
16.21,128.0,10.37861
16.21,130.0,11.20451
16.21,132.0,12.13008
16.21,134.0,13.16145
16.21,136.0,14.30522
16.21,138.0,15.56705
16.21,140.0,16.95036
16.21,142.0,18.45519
16.21,144.0,20.07733
16.21,146.0,21.80772
16.21,148.0,23.63232
16.21,150.0,25.53231
16.21,152.0,27.48463
16.21,154.0,29.46281
16.21,156.0,31.43806
16.21,158.0,33.38039
16.21,160.0,35.2598
16.21,162.0,37.04735
16.21,164.0,38.71607
16.21,166.0,40.2417
16.21,168.0,41.60308
16.21,170.0,42.78243
16.21,172.0,43.76535
16.21,174.0,44.54061
16.21,176.0,45.09994
16.21,178.0,45.4377
16.31,2.0,202787.5
16.31,4.0,11748.48
16.31,6.0,2166.96
16.31,8.0,698.6643
16.31,10.0,344.891
16.31,12.0,237.1843
16.31,14.0,199.9891
16.31,16.0,186.3934
16.31,18.0,181.3936
16.31,20.0,179.5625
16.31,22.0,178.7571
16.31,24.0,178.0742
16.31,26.0,177.1127
16.31,28.0,175.6856
16.31,30.0,173.7026
16.31,32.0,171.1197
16.31,34.0,167.9188
16.31,36.0,164.0992
16.31,38.0,159.675
16.31,40.0,154.6745
16.31,42.0,149.14
16.31,44.0,143.1272
16.31,46.0,136.7042
16.31,48.0,129.9499
16.31,50.0,122.9509
16.31,52.0,115.7987
16.31,54.0,108.5859
16.31,56.0,101.4029
16.31,58.0,94.334
16.31,60.0,87.45425
16.31,62.0,80.82718
16.31,64.0,74.50282
16.31,66.0,68.51682
16.31,68.0,62.89052
16.31,70.0,57.63174
16.31,72.0,52.7365
16.31,74.0,48.19121
16.31,76.0,43.97534
16.31,78.0,40.0642
16.31,80.0,36.4317
16.31,82.0,33.05286
16.31,84.0,29.90578
16.31,86.0,26.97316
16.31,88.0,24.24305
16.31,90.0,21.70902
16.31,92.0,19.36967
16.31,94.0,17.22765
16.31,96.0,15.2883
16.31,98.0,13.55813
16.31,100.0,12.0432
16.31,102.0,10.7477
16.31,104.0,9.672798
16.31,106.0,8.815914
16.31,108.0,8.170389
16.31,110.0,7.725689
16.31,112.0,7.468008
16.31,114.0,7.38124
16.31,116.0,7.448186
16.31,118.0,7.651871
16.31,120.0,7.976821
16.31,122.0,8.41017
16.31,124.0,8.942482
16.31,126.0,9.568191
16.31,128.0,10.28564
16.31,130.0,11.09669
16.31,132.0,12.00594
16.31,134.0,13.01969
16.31,136.0,14.14461
16.31,138.0,15.38645
16.31,140.0,16.74865
16.31,142.0,18.2313
16.31,144.0,19.83016
16.31,146.0,21.53619
16.31,148.0,23.33536
16.31,150.0,25.20889
16.31,152.0,27.13379
16.31,154.0,29.08375
16.31,156.0,31.03017
16.31,158.0,32.94335
16.31,160.0,34.79366
16.31,162.0,36.55256
16.31,164.0,38.1936
16.31,166.0,39.693
16.31,168.0,41.0302
16.31,170.0,42.18794
16.31,172.0,43.15235
16.31,174.0,43.91267
16.31,176.0,44.46103
16.31,178.0,44.79209
16.41,2.0,200251.4
16.41,4.0,11588.38
16.41,6.0,2133.703
16.41,8.0,686.9517
16.41,10.0,339.2086
16.41,12.0,233.7579
16.41,14.0,197.5876
16.41,16.0,184.5278
16.41,18.0,179.8393
16.41,20.0,178.2039
16.41,22.0,177.529
16.41,24.0,176.9368
16.41,26.0,176.04
16.41,28.0,174.66
16.41,30.0,172.7115
16.41,32.0,170.1544
16.41,34.0,166.973
16.41,36.0,163.1688
16.41,38.0,158.7577
16.41,40.0,153.7694
16.41,42.0,148.2474
16.41,44.0,142.2485
16.41,46.0,135.8416
16.41,48.0,129.1061
16.41,50.0,122.1291
16.41,52.0,115.0022
16.41,54.0,107.8181
16.41,56.0,100.6668
16.41,58.0,93.63243
16.41,60.0,86.78949
16.41,62.0,80.20093
16.41,64.0,73.91616
16.41,66.0,67.97021
16.41,68.0,62.38378
16.41,70.0,57.16415
16.41,72.0,52.30685
16.41,74.0,47.7979
16.41,76.0,43.61648
16.41,78.0,39.73773
16.41,80.0,36.13548
